Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	FoldChange	BFDR	boosted_by
DrosophilaCicGFP	P60228	EIF3E	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	O00303	EIF3F	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	O75821	EIF3G	3	3	3.00	1	3	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	O15372	EIF3H	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q9Y262	EIF3L	1	1	1.00	1	4	0.00	0.00	0.00	0.00	0.00	0.25	0.58	
DrosophilaCicGFP	P60842	EIF4A1	9	9	9.00	1	12	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
DrosophilaCicGFP	P38919	EIF4A3	4	4	4.00	1	6	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	Q04637	EIF4G1	5	5	5.00	1	1	0.90	0.90	0.90	0.90	0.90	5.00	0.02	
DrosophilaCicGFP	O43432	EIF4G3	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	P55010	EIF5	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P63241	EIF5A	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	O60841	EIF5B	3	3	3.00	1	1	0.47	0.47	0.47	0.47	0.47	3.00	0.05	
DrosophilaCicGFP	P56537	EIF6	3	3	3.00	1	5	0.00	0.00	0.00	0.00	0.00	0.60	0.58	
DrosophilaCicGFP	Q9BQ52	ELAC2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q15717	ELAVL1	2	2	2.00	1	4	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	O95163	ELP1	3	3	3.00	1	0	0.99	0.99	0.99	0.99	0.99	30.00	0.00	
DrosophilaCicGFP	Q8N766	EMC1	3	3	3.00	1	1	0.47	0.47	0.47	0.47	0.47	3.00	0.05	
DrosophilaCicGFP	P50402	EMD	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P06733	ENO1	19	19	19.00	1	25	0.00	0.00	0.00	0.00	0.00	0.76	0.58	
DrosophilaCicGFP	O43491	EPB41L2	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	P58107	EPPK1	2	2	2.00	1	4	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P07814	EPRS1	23	23	23.00	1	14	0.00	0.00	0.00	0.00	0.00	1.64	0.54	
DrosophilaCicGFP	O75616	ERAL1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q6P179	ERAP2	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	O75477	ERLIN1	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	O94905	ERLIN2	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q96HE7	ERO1A	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q9BSJ8	ESYT1	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	A0FGR8	ESYT2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P62495	ETF1	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P38117	ETFB	1	1	1.00	1	4	0.00	0.00	0.00	0.00	0.00	0.25	0.58	
DrosophilaCicGFP	Q01844	EWSR1	3	3	3.00	1	0	0.99	0.99	0.99	0.99	0.99	30.00	0.00	
DrosophilaCicGFP	Q9Y3B2	EXOSC1	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	Q01780	EXOSC10	4	4	4.00	1	1	0.75	0.75	0.75	0.75	0.75	4.00	0.03	
DrosophilaCicGFP	Q13868	EXOSC2	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	Q5RKV6	EXOSC6	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q96B26	EXOSC8	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q06265	EXOSC9	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P15311	EZR	10	10	10.00	1	3	0.90	0.90	0.90	0.90	0.90	3.33	0.02	
DrosophilaCicGFP	Q01469	FABP5	1	1	1.00	1	5	0.00	0.00	0.00	0.00	0.00	0.20	0.58	
DrosophilaCicGFP	Q9BXW9	FANCD2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q9NVI1	FANCI	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q8WVX9	FAR1	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q9Y285	FARSA	3	3	3.00	1	4	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
DrosophilaCicGFP	Q9NSD9	FARSB	6	6	6.00	1	6	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	A0A0U1RQF0	FASN	41	41	41.00	1	27	0.00	0.00	0.00	0.00	0.00	1.52	0.57	
DrosophilaCicGFP	P22087	FBL	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P09467	FBP1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q8NEZ5	FBXO22	3	3	3.00	1	5	0.00	0.00	0.00	0.00	0.00	0.60	0.58	
DrosophilaCicGFP	Q9UK99	FBXO3	3	3	3.00	1	4	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
DrosophilaCicGFP	P39748	FEN1	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	Q02790	FKBP4	3	3	3.00	1	4	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
DrosophilaCicGFP	Q13045	FLII	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P21333	FLNA	11	11	11.00	1	9	0.00	0.00	0.00	0.00	0.00	1.22	0.54	
DrosophilaCicGFP	O75369	FLNB	7	7	7.00	1	6	0.00	0.00	0.00	0.00	0.00	1.17	0.52	
DrosophilaCicGFP	Q06787	FMR1	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	Q9HA64	FN3KRP	4	4	4.00	1	2	0.10	0.10	0.10	0.10	0.10	2.00	0.30	
DrosophilaCicGFP	P35637	FUS	4	4	4.00	1	1	0.75	0.75	0.75	0.75	0.75	4.00	0.03	
DrosophilaCicGFP	Q13283	G3BP1	3	3	3.00	1	2	0.03	0.03	0.03	0.03	0.03	1.50	0.35	
DrosophilaCicGFP	Q9UN86	G3BP2	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q14697	GANAB	6	6	6.00	1	1	0.97	0.97	0.97	0.97	0.97	6.00	0.00	
DrosophilaCicGFP	P04406	GAPDH	17	17	17.00	1	13	0.00	0.00	0.00	0.00	0.00	1.31	0.56	
DrosophilaCicGFP	O14556	GAPDHS	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P41250	GARS1	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	P22102	GART	7	7	7.00	1	4	0.01	0.01	0.01	0.01	0.01	1.75	0.42	
DrosophilaCicGFP	P48507	GCLM	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q92616	GCN1	6	6	6.00	1	3	0.05	0.05	0.05	0.05	0.05	2.00	0.33	
DrosophilaCicGFP	P31150	GDI1	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	P50395	GDI2	6	6	6.00	1	10	0.00	0.00	0.00	0.00	0.00	0.60	0.58	
DrosophilaCicGFP	Q7L5L3	GDPD3	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P57678	GEMIN4	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	Q8TEQ6	GEMIN5	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	O75223	GGCT	4	4	4.00	1	7	0.00	0.00	0.00	0.00	0.00	0.57	0.58	
DrosophilaCicGFP	Q92820	GGH	2	2	2.00	1	6	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	Q6Y7W6	GIGYF2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q04760	GLO1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q9HC38	GLOD4	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	P00367	GLUD1	1	1	1.00	1	5	0.00	0.00	0.00	0.00	0.00	0.20	0.58	
DrosophilaCicGFP	O60547	GMDS	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P49915	GMPS	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	A8MTJ3	GNAT3	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q9BYB4	GNB1L	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q9BVP2	GNL3	4	4	4.00	1	2	0.10	0.10	0.10	0.10	0.10	2.00	0.30	
DrosophilaCicGFP	Q13439	GOLGA4	8	8	8.00	1	0	1.00	1.00	1.00	1.00	1.00	80.00	0.00	
DrosophilaCicGFP	O00461	GOLIM4	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P00505	GOT2	3	3	3.00	1	2	0.03	0.03	0.03	0.03	0.03	1.50	0.35	
DrosophilaCicGFP	Q9NQX3	GPHN	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P06744	GPI	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	P62993	GRB2	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q9BQ67	GRWD1	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P06396	GSN	3	3	3.00	1	2	0.03	0.03	0.03	0.03	0.03	1.50	0.35	
DrosophilaCicGFP	P15170	GSPT1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P00390	GSR	5	5	5.00	1	1	0.90	0.90	0.90	0.90	0.90	5.00	0.02	
DrosophilaCicGFP	P21266	GSTM3	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	P09211	GSTP1	2	2	2.00	1	9	0.00	0.00	0.00	0.00	0.00	0.22	0.58	
DrosophilaCicGFP	P78347	GTF2I	16	16	16.00	1	13	0.00	0.00	0.00	0.00	0.00	1.23	0.56	
DrosophilaCicGFP	Q12789	GTF3C1	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	Q9Y5Q9	GTF3C3	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q92522	H1-10	3	3	3.00	1	2	0.03	0.03	0.03	0.03	0.03	1.50	0.35	
DrosophilaCicGFP	P10412	H1-4	10	10	10.00	1	7	0.00	0.00	0.00	0.00	0.00	1.43	0.51	
DrosophilaCicGFP	P04908	H2AC	4	4	4.00	1	5	0.00	0.00	0.00	0.00	0.00	0.80	0.58	
DrosophilaCicGFP	O60814	H2BC12	2	2	2.00	1	4	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P68431	H3C	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	P62805	H4C	1	1	1.00	1	7	0.00	0.00	0.00	0.00	0.00	0.14	0.58	
DrosophilaCicGFP	Q9P035	HACD3	5	5	5.00	1	2	0.30	0.30	0.30	0.30	0.30	2.50	0.10	
DrosophilaCicGFP	P40939	HADHA	8	8	8.00	1	3	0.44	0.44	0.44	0.44	0.44	2.67	0.09	
DrosophilaCicGFP	P55084	HADHB	4	4	4.00	1	2	0.10	0.10	0.10	0.10	0.10	2.00	0.30	
DrosophilaCicGFP	P42357	HAL	13	13	13.00	1	15	0.00	0.00	0.00	0.00	0.00	0.87	0.58	
DrosophilaCicGFP	O14929	HAT1	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P69905	HBA	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	P68871	HBB	3	3	3.00	1	2	0.03	0.03	0.03	0.03	0.03	1.50	0.35	
DrosophilaCicGFP	P02042	HBD	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P51610	HCFC1	5	5	5.00	1	2	0.30	0.30	0.30	0.30	0.30	2.50	0.10	
DrosophilaCicGFP	Q13547	HDAC1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q9UBN7	HDAC6	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q00341	HDLBP	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	O75146	HIP1R	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q13151	HNRNPA0	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P09651	HNRNPA1	7	7	7.00	1	9	0.00	0.00	0.00	0.00	0.00	0.78	0.58	
DrosophilaCicGFP	P22626	HNRNPA2B1	6	6	6.00	1	7	0.00	0.00	0.00	0.00	0.00	0.86	0.58	
DrosophilaCicGFP	P51991	HNRNPA3	3	3	3.00	1	5	0.00	0.00	0.00	0.00	0.00	0.60	0.58	
DrosophilaCicGFP	D6R9P3	HNRNPAB	3	3	3.00	1	0	0.99	0.99	0.99	0.99	0.99	30.00	0.00	
DrosophilaCicGFP	P07910	HNRNPC	3	3	3.00	1	4	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
DrosophilaCicGFP	O60812	HNRNPCL1	5	5	5.00	1	3	0.01	0.01	0.01	0.01	0.01	1.67	0.40	
DrosophilaCicGFP	D6RF44	HNRNPD	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	O14979	HNRNPDL	3	3	3.00	1	3	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P52597	HNRNPF	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P31943	HNRNPH1	4	4	4.00	1	9	0.00	0.00	0.00	0.00	0.00	0.44	0.58	
DrosophilaCicGFP	P31942	HNRNPH3	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P61978	HNRNPK	8	8	8.00	1	12	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	P14866	HNRNPL	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	P52272	HNRNPM	24	24	24.00	1	23	0.00	0.00	0.00	0.00	0.00	1.04	0.58	
DrosophilaCicGFP	O43390	HNRNPR	13	13	13.00	1	8	0.00	0.00	0.00	0.00	0.00	1.62	0.51	
DrosophilaCicGFP	Q00839	HNRNPU	21	21	21.00	1	10	0.00	0.00	0.00	0.00	0.00	2.10	0.47	
DrosophilaCicGFP	Q9BUJ2	HNRNPUL1	3	3	3.00	1	0	0.99	0.99	0.99	0.99	0.99	30.00	0.00	
DrosophilaCicGFP	Q1KMD3	HNRNPUL2	3	3	3.00	1	0	0.99	0.99	0.99	0.99	0.99	30.00	0.00	
DrosophilaCicGFP	Q5SSJ5	HP1BP3	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P00492	HPRT1	4	4	4.00	1	5	0.00	0.00	0.00	0.00	0.00	0.80	0.58	
DrosophilaCicGFP	Q99714	HSD17B10	5	5	5.00	1	5	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q53GQ0	HSD17B12	1	1	1.00	1	4	0.00	0.00	0.00	0.00	0.00	0.25	0.58	
DrosophilaCicGFP	P51659	HSD17B4	6	6	6.00	1	5	0.00	0.00	0.00	0.00	0.00	1.20	0.50	
DrosophilaCicGFP	P07900	HSP90AA1	28	28	28.00	1	25	0.00	0.00	0.00	0.00	0.00	1.12	0.58	
DrosophilaCicGFP	P08238	HSP90AB1	14	14	14.00	1	14	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P14625	HSP90B1	5	5	5.00	1	6	0.00	0.00	0.00	0.00	0.00	0.83	0.58	
DrosophilaCicGFP	Q0VDF9	HSPA14	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P0DMV8	HSPA1A	37	37	37.00	1	29	0.00	0.00	0.00	0.00	0.00	1.28	0.58	
DrosophilaCicGFP	P34932	HSPA4	10	10	10.00	1	5	0.01	0.01	0.01	0.01	0.01	2.00	0.42	
DrosophilaCicGFP	P11021	HSPA5	32	32	32.00	1	22	0.00	0.00	0.00	0.00	0.00	1.45	0.57	
DrosophilaCicGFP	P11142	HSPA8	36	36	36.00	1	40	0.00	0.00	0.00	0.00	0.00	0.90	0.58	
DrosophilaCicGFP	P38646	HSPA9	13	13	13.00	1	15	0.00	0.00	0.00	0.00	0.00	0.87	0.58	
DrosophilaCicGFP	P04792	HSPB1	11	11	11.00	1	10	0.00	0.00	0.00	0.00	0.00	1.10	0.55	
DrosophilaCicGFP	Q9NZL4	HSPBP1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P10809	HSPD1	26	26	26.00	1	16	0.00	0.00	0.00	0.00	0.00	1.62	0.55	
DrosophilaCicGFP	P61604	HSPE1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q92598	HSPH1	3	3	3.00	1	2	0.03	0.03	0.03	0.03	0.03	1.50	0.35	
DrosophilaCicGFP	Q9Y4L1	HYOU1	5	5	5.00	1	1	0.90	0.90	0.90	0.90	0.90	5.00	0.02	
DrosophilaCicGFP	P41252	IARS1	19	19	19.00	1	15	0.00	0.00	0.00	0.00	0.00	1.27	0.56	
DrosophilaCicGFP	P14735	IDE	5	5	5.00	1	3	0.01	0.01	0.01	0.01	0.01	1.67	0.40	
DrosophilaCicGFP	O75874	IDH1	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	Q9NZI8	IGF2BP1	9	9	9.00	1	11	0.00	0.00	0.00	0.00	0.00	0.82	0.58	
DrosophilaCicGFP	Q9Y6M1	IGF2BP2	1	1	1.00	1	4	0.00	0.00	0.00	0.00	0.00	0.25	0.58	
DrosophilaCicGFP	O00425	IGF2BP3	4	4	4.00	1	9	0.00	0.00	0.00	0.00	0.00	0.44	0.58	
DrosophilaCicGFP	P01876	IGHA1	4	4	4.00	1	8	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P01857	IGHG1	6	6	6.00	1	6	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P01834	IGKC	4	4	4.00	1	6	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	P01619	IGKV3-20	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	A0M8Q6	IGLC7	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q12905	ILF2	13	13	13.00	1	10	0.00	0.00	0.00	0.00	0.00	1.30	0.54	
DrosophilaCicGFP	Q12906	ILF3	17	17	17.00	1	9	0.00	0.00	0.00	0.00	0.00	1.89	0.49	
DrosophilaCicGFP	A1L0T0	ILVBL	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q16891	IMMT	3	3	3.00	1	0	0.99	0.99	0.99	0.99	0.99	30.00	0.00	
DrosophilaCicGFP	P12268	IMPDH2	6	6	6.00	1	8	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
DrosophilaCicGFP	Q96PE3	INPP4A	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	O00410	IPO5	7	7	7.00	1	4	0.01	0.01	0.01	0.01	0.01	1.75	0.42	
DrosophilaCicGFP	O95373	IPO7	3	3	3.00	1	0	0.99	0.99	0.99	0.99	0.99	30.00	0.00	
DrosophilaCicGFP	P46940	IQGAP1	8	8	8.00	1	0	1.00	1.00	1.00	1.00	1.00	80.00	0.00	
DrosophilaCicGFP	Q96CN7	ISOC1	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q96AB3	ISOC2	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	P05556	ITGB1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q9BY32	ITPA	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q15046	KARS1	8	8	8.00	1	10	0.00	0.00	0.00	0.00	0.00	0.80	0.58	
DrosophilaCicGFP	Q96CX2	KCTD12	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	Q92945	KHSRP	14	14	14.00	1	4	0.98	0.98	0.98	0.98	0.98	3.50	0.00	
DrosophilaCicGFP	P52732	KIF11	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	P33176	KIF5B	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	O60282	KIF5C	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	P52292	KPNA2	6	6	6.00	1	7	0.00	0.00	0.00	0.00	0.00	0.86	0.58	
DrosophilaCicGFP	O00505	KPNA3	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q14974	KPNB1	4	4	4.00	1	3	0.00	0.00	0.00	0.00	0.00	1.33	0.43	
DrosophilaCicGFP	Q13601	KRR1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	F8W0C6	KRT5	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	H0YI54	KRT78	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q86UP2	KTN1	6	6	6.00	1	0	1.00	1.00	1.00	1.00	1.00	60.00	0.00	
DrosophilaCicGFP	P13473	LAMP2	3	3	3.00	1	2	0.03	0.03	0.03	0.03	0.03	1.50	0.35	
DrosophilaCicGFP	O43813	LANCL1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q6PKG0	LARP1	11	11	11.00	1	0	1.00	1.00	1.00	1.00	1.00	110.00	0.00	
DrosophilaCicGFP	Q659C4	LARP1B	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q71RC2	LARP4	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q92615	LARP4B	3	3	3.00	1	0	0.99	0.99	0.99	0.99	0.99	30.00	0.00	
DrosophilaCicGFP	Q9P2J5	LARS1	16	16	16.00	1	14	0.00	0.00	0.00	0.00	0.00	1.14	0.57	
DrosophilaCicGFP	Q9Y4W2	LAS1L	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	P13796	LCP1	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	P00338	LDHA	10	10	10.00	1	12	0.00	0.00	0.00	0.00	0.00	0.83	0.58	
DrosophilaCicGFP	P07195	LDHB	8	8	8.00	1	13	0.00	0.00	0.00	0.00	0.00	0.62	0.58	
DrosophilaCicGFP	P17931	LGALS3	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q3ZCW2	LGALSL	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	K7EJE8	LONP1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P42704	LRPPRC	5	5	5.00	1	4	0.00	0.00	0.00	0.00	0.00	1.25	0.47	
DrosophilaCicGFP	Q96AG4	LRRC59	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	Q32MZ4	LRRFIP1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q3MHD2	LSM12	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q96GA3	LTV1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q9Y383	LUC7L2	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	O75608	LYPLA1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P61626	LYZ	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	Q9UNF1	MAGED2	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
