Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	FoldChange	BFDR	boosted_by
DrosophilaCicGFP	Q66K74	MAP1S	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P27816	MAP4	5	5	5.00	1	0	1.00	1.00	1.00	1.00	1.00	50.00	0.00	
DrosophilaCicGFP	Q3KQU3	MAP7D1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P27361	MAPK3	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P29966	MARCKS	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P56192	MARS1	6	6	6.00	1	5	0.00	0.00	0.00	0.00	0.00	1.20	0.50	
DrosophilaCicGFP	P31153	MAT2A	3	3	3.00	1	3	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P43243	MATR3	5	5	5.00	1	3	0.01	0.01	0.01	0.01	0.01	1.67	0.40	
DrosophilaCicGFP	O95983	MBD3	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q9HCC0	MCCC2	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	P25205	MCM3	5	5	5.00	1	2	0.30	0.30	0.30	0.30	0.30	2.50	0.10	
DrosophilaCicGFP	P33991	MCM4	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	P33992	MCM5	3	3	3.00	1	2	0.03	0.03	0.03	0.03	0.03	1.50	0.35	
DrosophilaCicGFP	Q14566	MCM6	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P33993	MCM7	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	Q9BTE3	MCMBP	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P40925	MDH1	5	5	5.00	1	6	0.00	0.00	0.00	0.00	0.00	0.83	0.58	
DrosophilaCicGFP	P40926	MDH2	15	15	15.00	1	17	0.00	0.00	0.00	0.00	0.00	0.88	0.58	
DrosophilaCicGFP	Q6P1Q9	METTL2B	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q13724	MOGS	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P29372	MPG	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q00013	MPP1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q9BV20	MRI1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q9BZE1	MRPL37	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q9NYK5	MRPL39	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q9BYD3	MRPL4	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q92552	MRPS27	2	2	2.00	1	4	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P82930	MRPS34	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P82673	MRPS35	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P43246	MSH2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P52701	MSH6	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	A8MYR2	MSRB1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q8IXL7	MSRB3	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P00403	MT-CO2	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	O94776	MTA2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q13126	MTAP	3	3	3.00	1	4	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
DrosophilaCicGFP	Q86UE4	MTDH	3	3	3.00	1	0	0.99	0.99	0.99	0.99	0.99	30.00	0.00	
DrosophilaCicGFP	P11586	MTHFD1	12	12	12.00	1	7	0.00	0.00	0.00	0.00	0.00	1.71	0.48	
DrosophilaCicGFP	Q6UB35	MTHFD1L	3	3	3.00	1	0	0.99	0.99	0.99	0.99	0.99	30.00	0.00	
DrosophilaCicGFP	P13995	MTHFD2	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P58546	MTPN	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P42285	MTREX	5	5	5.00	1	1	0.90	0.90	0.90	0.90	0.90	5.00	0.02	
DrosophilaCicGFP	Q9BQG0	MYBBP1A	5	5	5.00	1	1	0.90	0.90	0.90	0.90	0.90	5.00	0.02	
DrosophilaCicGFP	P35580	MYH10	7	7	7.00	1	2	0.84	0.84	0.84	0.84	0.84	3.50	0.02	
DrosophilaCicGFP	P35579	MYH9	20	20	20.00	1	14	0.00	0.00	0.00	0.00	0.00	1.43	0.56	
DrosophilaCicGFP	Q9BXJ9	NAA15	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q13765	NACA	2	2	2.00	1	4	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q9UJ70	NAGK	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	P43490	NAMPT	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P55209	NAP1L1	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	O43776	NARS1	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	Q9H0A0	NAT10	3	3	3.00	1	1	0.47	0.47	0.47	0.47	0.47	3.00	0.05	
DrosophilaCicGFP	Q8NCW5	NAXE	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q15021	NCAPD2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q9BPX3	NCAPG	4	4	4.00	1	1	0.75	0.75	0.75	0.75	0.75	4.00	0.03	
DrosophilaCicGFP	Q15003	NCAPH	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	Q6ZVX7	NCCRP1	1	1	1.00	1	4	0.00	0.00	0.00	0.00	0.00	0.25	0.58	
DrosophilaCicGFP	Q9UBB6	NCDN	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P19338	NCL	34	34	34.00	1	27	0.00	0.00	0.00	0.00	0.00	1.26	0.58	
DrosophilaCicGFP	O75489	NDUFS3	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	P07196	NEFL	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q9Y3R4	NEU2	1	1	1.00	1	4	0.00	0.00	0.00	0.00	0.00	0.25	0.58	
DrosophilaCicGFP	P15531	NME1	1	1	1.00	1	5	0.00	0.00	0.00	0.00	0.00	0.20	0.58	
DrosophilaCicGFP	P22392	NME2	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q13423	NNT	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q15233	NONO	5	5	5.00	1	4	0.00	0.00	0.00	0.00	0.00	1.25	0.47	
DrosophilaCicGFP	P46087	NOP2	5	5	5.00	1	0	1.00	1.00	1.00	1.00	1.00	50.00	0.00	
DrosophilaCicGFP	Q9Y314	NOSIP	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P55786	NPEPPS	5	5	5.00	1	5	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P06748	NPM1	14	14	14.00	1	13	0.00	0.00	0.00	0.00	0.00	1.08	0.56	
DrosophilaCicGFP	Q08J23	NSUN2	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	Q9H857	NT5DC2	5	5	5.00	1	3	0.01	0.01	0.01	0.01	0.01	1.67	0.40	
DrosophilaCicGFP	Q9BSD7	NTPCR	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P53384	NUBP1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q9Y5Y2	NUBP2	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	Q9Y266	NUDC	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q9BRJ7	NUDT16L1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	O43809	NUDT21	1	1	1.00	1	4	0.00	0.00	0.00	0.00	0.00	0.25	0.58	
DrosophilaCicGFP	Q9UKK9	NUDT5	1	1	1.00	1	4	0.00	0.00	0.00	0.00	0.00	0.25	0.58	
DrosophilaCicGFP	Q8WUM0	NUP133	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	O75694	NUP155	5	5	5.00	1	0	1.00	1.00	1.00	1.00	1.00	50.00	0.00	
DrosophilaCicGFP	Q92621	NUP205	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q8TEM1	NUP210	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P04181	OAT	3	3	3.00	1	8	0.00	0.00	0.00	0.00	0.00	0.38	0.58	
DrosophilaCicGFP	O60502	OGA	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q02218	OGDH	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	O43482	OIP5	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q9NTK5	OLA1	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	O60313	OPA1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P13674	P4HA1	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P07237	P4HB	3	3	3.00	1	9	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	Q9UQ80	PA2G4	7	7	7.00	1	7	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P11940	PABPC1	16	16	16.00	1	23	0.00	0.00	0.00	0.00	0.00	0.70	0.58	
DrosophilaCicGFP	Q86U42	PABPN1	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P22234	PAICS	6	6	6.00	1	10	0.00	0.00	0.00	0.00	0.00	0.60	0.58	
DrosophilaCicGFP	O43252	PAPSS1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q8TEW0	PARD3	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q99497	PARK7	3	3	3.00	1	18	0.00	0.00	0.00	0.00	0.00	0.17	0.58	
DrosophilaCicGFP	P09874	PARP1	9	9	9.00	1	6	0.00	0.00	0.00	0.00	0.00	1.50	0.49	
DrosophilaCicGFP	Q7L3T8	PARS2	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q15365	PCBP1	6	6	6.00	1	5	0.00	0.00	0.00	0.00	0.00	1.20	0.50	
DrosophilaCicGFP	Q15366	PCBP2	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P57721	PCBP3	3	3	3.00	1	2	0.03	0.03	0.03	0.03	0.03	1.50	0.35	
DrosophilaCicGFP	Q9Y5I1	PCDHA11	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q9Y6V0	PCLO	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P22061	PCMT1	5	5	5.00	1	2	0.30	0.30	0.30	0.30	0.30	2.50	0.10	
DrosophilaCicGFP	P12004	PCNA	1	1	1.00	1	4	0.00	0.00	0.00	0.00	0.00	0.25	0.58	
DrosophilaCicGFP	O75340	PDCD6	3	3	3.00	1	2	0.03	0.03	0.03	0.03	0.03	1.50	0.35	
DrosophilaCicGFP	Q8WUM4	PDCD6IP	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P08559	PDHA1	4	4	4.00	1	3	0.00	0.00	0.00	0.00	0.00	1.33	0.43	
DrosophilaCicGFP	P11177	PDHB	6	6	6.00	1	9	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	P30101	PDIA3	9	9	9.00	1	9	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P13667	PDIA4	10	10	10.00	1	2	0.99	0.99	0.99	0.99	0.99	5.00	0.00	
DrosophilaCicGFP	P30086	PEBP1	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	Q9UBV8	PEF1	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	I3L1P4	PELP1	4	4	4.00	1	0	1.00	1.00	1.00	1.00	1.00	40.00	0.00	
DrosophilaCicGFP	P12955	PEPD	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	O15067	PFAS	6	6	6.00	1	1	0.97	0.97	0.97	0.97	0.97	6.00	0.00	
DrosophilaCicGFP	P07737	PFN1	5	5	5.00	1	6	0.00	0.00	0.00	0.00	0.00	0.83	0.58	
DrosophilaCicGFP	P15259	PGAM2	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q96HS1	PGAM5	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	P52209	PGD	4	4	4.00	1	4	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P00558	PGK1	7	7	7.00	1	11	0.00	0.00	0.00	0.00	0.00	0.64	0.58	
DrosophilaCicGFP	O95336	PGLS	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P35232	PHB1	5	5	5.00	1	6	0.00	0.00	0.00	0.00	0.00	0.83	0.58	
DrosophilaCicGFP	Q99623	PHB2	7	7	7.00	1	7	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	O43175	PHGDH	8	8	8.00	1	11	0.00	0.00	0.00	0.00	0.00	0.73	0.58	
DrosophilaCicGFP	P12273	PIP	6	6	6.00	1	5	0.00	0.00	0.00	0.00	0.00	1.20	0.50	
DrosophilaCicGFP	Q8TBX8	PIP4K2C	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q9GZP4	PITHD1	2	2	2.00	1	4	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q5JRX3	PITRM1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P14618	PKM	35	35	35.00	1	35	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q6P4A8	PLBD1	4	4	4.00	1	6	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	O94903	PLPBP	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P13797	PLS3	7	7	7.00	1	8	0.00	0.00	0.00	0.00	0.00	0.88	0.58	
DrosophilaCicGFP	O75439	PMPCB	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q9H307	PNN	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P00491	PNP	12	12	12.00	1	14	0.00	0.00	0.00	0.00	0.00	0.86	0.58	
DrosophilaCicGFP	Q8WVV4	POF1B	9	9	9.00	1	6	0.00	0.00	0.00	0.00	0.00	1.50	0.49	
DrosophilaCicGFP	Q9Y2S7	POLDIP2	3	3	3.00	1	3	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q9BY77	POLDIP3	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	O15160	POLR1C	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P19388	POLR2E	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q15181	PPA1	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	P62937	PPIA	3	3	3.00	1	5	0.00	0.00	0.00	0.00	0.00	0.60	0.58	
DrosophilaCicGFP	P23284	PPIB	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	P36873	PPP1CC	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q96QC0	PPP1R10	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P62714	PPP2CB	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P30153	PPP2R1A	4	4	4.00	1	4	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P63151	PPP2R2A	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	Q06830	PRDX1	10	10	10.00	1	18	0.00	0.00	0.00	0.00	0.00	0.56	0.58	
DrosophilaCicGFP	P32119	PRDX2	11	11	11.00	1	12	0.00	0.00	0.00	0.00	0.00	0.92	0.58	
DrosophilaCicGFP	P30048	PRDX3	4	4	4.00	1	3	0.00	0.00	0.00	0.00	0.00	1.33	0.43	
DrosophilaCicGFP	Q13162	PRDX4	6	6	6.00	1	3	0.05	0.05	0.05	0.05	0.05	2.00	0.33	
DrosophilaCicGFP	P30041	PRDX6	6	6	6.00	1	8	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
DrosophilaCicGFP	P17612	PRKACA	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P13861	PRKAR2A	2	2	2.00	1	4	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P78527	PRKDC	21	21	21.00	1	12	0.00	0.00	0.00	0.00	0.00	1.75	0.53	
DrosophilaCicGFP	Q99873	PRMT1	6	6	6.00	1	10	0.00	0.00	0.00	0.00	0.00	0.60	0.58	
DrosophilaCicGFP	O60678	PRMT3	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	O14744	PRMT5	4	4	4.00	1	4	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q9UMS4	PRPF19	2	2	2.00	1	4	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	O43395	PRPF3	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q8WWY3	PRPF31	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	O75400	PRPF40A	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q6P2Q9	PRPF8	12	12	12.00	1	6	0.01	0.01	0.01	0.01	0.01	2.00	0.43	
DrosophilaCicGFP	P48634	PRRC2A	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P25786	PSMA1	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	P25787	PSMA2	8	8	8.00	1	5	0.00	0.00	0.00	0.00	0.00	1.60	0.47	
DrosophilaCicGFP	P25788	PSMA3	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	P25789	PSMA4	4	4	4.00	1	6	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	P28066	PSMA5	5	5	5.00	1	5	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P60900	PSMA6	2	2	2.00	1	5	0.00	0.00	0.00	0.00	0.00	0.40	0.58	
DrosophilaCicGFP	O14818	PSMA7	4	4	4.00	1	8	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P20618	PSMB1	1	1	1.00	1	4	0.00	0.00	0.00	0.00	0.00	0.25	0.58	
DrosophilaCicGFP	P49721	PSMB2	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P49720	PSMB3	3	3	3.00	1	4	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
DrosophilaCicGFP	P28070	PSMB4	3	3	3.00	1	6	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P28074	PSMB5	2	2	2.00	1	5	0.00	0.00	0.00	0.00	0.00	0.40	0.58	
DrosophilaCicGFP	P28072	PSMB6	3	3	3.00	1	3	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q99436	PSMB7	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P62191	PSMC1	7	7	7.00	1	5	0.00	0.00	0.00	0.00	0.00	1.40	0.49	
DrosophilaCicGFP	P35998	PSMC2	2	2	2.00	1	6	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	P17980	PSMC3	5	5	5.00	1	4	0.00	0.00	0.00	0.00	0.00	1.25	0.47	
DrosophilaCicGFP	P43686	PSMC4	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P62195	PSMC5	5	5	5.00	1	1	0.90	0.90	0.90	0.90	0.90	5.00	0.02	
DrosophilaCicGFP	P62333	PSMC6	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	Q99460	PSMD1	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	O00231	PSMD11	4	4	4.00	1	7	0.00	0.00	0.00	0.00	0.00	0.57	0.58	
DrosophilaCicGFP	O00232	PSMD12	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	Q9UNM6	PSMD13	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q13200	PSMD2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	O43242	PSMD3	3	3	3.00	1	3	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P55036	PSMD4	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q06323	PSME1	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	Q9UL46	PSME2	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P61289	PSME3	2	2	2.00	1	4	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q8WXF1	PSPC1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P26599	PTBP1	3	3	3.00	1	2	0.03	0.03	0.03	0.03	0.03	1.50	0.35	
DrosophilaCicGFP	O95758	PTBP3	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q8WUK0	PTPMT1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q9UHX1	PUF60	5	5	5.00	1	6	0.00	0.00	0.00	0.00	0.00	0.83	0.58	
DrosophilaCicGFP	Q13610	PWP1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q15269	PWP2	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	P11216	PYGB	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P06737	PYGL	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P47897	QARS1	8	8	8.00	1	6	0.00	0.00	0.00	0.00	0.00	1.33	0.51	
DrosophilaCicGFP	P61026	RAB10	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	P62491	RAB11A	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P62820	RAB1A	4	4	4.00	1	2	0.10	0.10	0.10	0.10	0.10	2.00	0.30	
DrosophilaCicGFP	P61019	RAB2A	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P20339	RAB5A	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P51148	RAB5C	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P20340	RAB6A	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P51149	RAB7A	4	4	4.00	1	4	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P63244	RACK1	4	4	4.00	1	9	0.00	0.00	0.00	0.00	0.00	0.44	0.58	
